BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
-1.3141403248624128,-1.2695886078926155,-0.3831491346992328,-1.0084276074745087,0.36367559575304126,-0.9512581975269359,-0.7870098359187703,-0.9091757415789932,-0.6220429093136653,-0.8885949200610788,-0.9118692662572887,-0.5914967004692989,-1.425203783986141,-1.2908606552815103,-0.8152692173213979,-0.6933738358547403,0.4171560073730112
1.0384577364701904,-0.5948778612638771,-1.5089697672522067,-1.0084276074745087,-1.092643200085237,1.397066741579741,-1.28586614980189,-0.9091757415789932,-1.01202208632022,1.1021972951382353,1.0255839711630728,-1.392627811474239,0.9149578049696978,1.3026331921493994,0.8970309292844043,1.1790596782226306,0.4171560073730112
0.8430141422650269,0.6126413400944248,0.5052051540074274,1.053008982899709,-1.092643200085237,-0.9512581975269359,1.2119213838652076,1.7249586613950545,-1.01202208632022,-0.8885949200610788,-0.9118692662572887,0.47248902671555915,1.0028307167909873,-0.3343558715485496,0.4622359956925695,-0.6933738358547403,0.4171560073730112
0.07661141814674186,0.6126413400944248,-0.9162573480630857,-0.039941516957797525,-1.092643200085237,-0.9512581975269359,-1.030565355846916,-0.11167828179290752,-1.01202208632022,-0.8885949200610788,-0.9118692662572887,-0.886773506165498,-1.2169307318590965,-0.2601168027876784,-0.3274263010481579,-0.6933738358547403,0.4171560073730112
0.6051028779654873,0.6126413400944248,0.7943319354992777,-1.0084276074745087,1.2445060072929777,-0.9512581975269359,0.4884402572048707,-0.9091757415789932,0.7824208998004297,-0.8885949200610788,-0.9118692662572887,0.2062324883861981,-0.7457883088209496,0.3645966469990612,1.5321794758399896,-0.6933738358547403,0.4171560073730112
-0.08231745016390199,0.6126413400944248,1.8697505511854904,1.568201049552228,1.0200838541001624,-0.9512581975269359,1.2119213838652076,1.7249586613950545,1.3712361530206605,-0.8885949200610788,-0.9118692662572887,1.63337419100219,1.7657263472844211,1.687957375522917,-0.5098180337300077,1.8518223689858484,0.4171560073730112
0.61057028972395,0.6126413400944248,0.22929951797549392,-1.0084276074745087,0.8665203436489654,-0.9512581975269359,1.2119213838652076,-0.9091757415789932,1.3712361530206605,-0.8885949200610788,-0.9118692662572887,0.47248902671555915,-0.45556225154738494,-0.2591937025765332,0.32647991391639847,-0.6933738358547403,0.4171560073730112
0.2123349991183592,0.6126413400944248,0.5604659933088683,1.0126612601395482,0.6067354606327496,-0.9512581975269359,-0.33007347183400404,-0.11167828179290752,-0.014008267578856554,-0.8885949200610788,-0.9118692662572887,-0.08779045425098692,0.9149578049696978,-0.24763148772212826,-0.12070247001619457,-0.6933738358547403,0.4171560073730112
-0.8042931376379594,-1.9260199496591563,0.7724337387785359,1.1814710110213549,-1.092643200085237,-0.9512581975269359,-0.7870098359187703,0.4214436267658299,-1.01202208632022,-0.8885949200610788,-0.9118692662572887,-0.3822755393187493,1.4969995577744202,0.2053974644369617,-1.1068648158686198,-0.6933738358547403,0.4171560073730112
0.37146298385417653,0.6126413400944248,0.5946101554135106,-1.0084276074745087,1.1183162812986642,-0.9512581975269359,1.2119213838652076,-0.9091757415789932,1.3712361530206605,-0.8885949200610788,-0.9118692662572887,0.47248902671555915,-1.2169307318590965,0.14276342851634483,1.453011195393414,-0.6933738358547403,0.4171560073730112
-0.07903464506369093,-1.2695886078926155,0.8575214763226103,1.2194764852073412,-1.092643200085237,-0.9512581975269359,-0.553879852258038,0.7882918871029567,-1.01202208632022,-0.8885949200610788,-0.9118692662572887,0.024046291764370537,-0.6215436195498323,-0.2262790914860737,-0.7199393542384377,-0.6933738358547403,0.4171560073730112
0.4804985758645695,0.6126413400944248,1.3229630946905322,1.3461624060151178,1.0342061060324053,-0.9512581975269359,1.2119213838652076,0.7882918871029567,1.2762198144969565,-0.8885949200610788,-0.9118692662572887,1.0005742010102743,-0.13630411664847383,-0.353578613691808,0.2585993300821753,1.274110304601538,0.4171560073730112
0.1510972986234709,0.6126413400944248,1.0676948834960707,0.8932787581987862,1.3311542285934497,-0.9512581975269359,0.677054655280598,0.4214436267658299,1.055578134763634,-0.8885949200610788,-0.9118692662572887,1.0005742010102743,1.0028307167909873,0.510148797085113,-0.3054986805695465,0.34800958736528054,0.4171560073730112
0.9244763472835076,0.6126413400944248,-1.5089697672522067,-1.0084276074745087,-1.092643200085237,0.7890426033159553,-1.28586614980189,-0.9091757415789932,-1.01202208632022,0.11520472270047265,0.17439810615653142,-1.392627811474239,-0.13630411664847383,-0.11238514556821821,0.8329111666456023,-0.6933738358547403,0.4171560073730112
1.700713040174409,0.6126413400944248,0.9014715031673198,-1.0084276074745087,1.309298286294376,1.198652567301163,0.09312199579724492,-0.9091757415789932,0.620197479251954,0.7219404319504389,1.0255839711630728,0.4145652130592933,1.0853455966098835,0.6714217015201882,1.4302920312517475,-0.6933738358547403,0.4171560073730112
